,index,open,high,low,close,adjcp,pct_return,adjcp_filtered,pct_return_filtered
70559,70559,58.959999084472656,59.31999969482422,58.81999969482422,59.0099983215332,46.980499267578125,-0.0010152356732207,47.05932830732622,0.0001151516776977
70560,70560,59.20000076293945,59.20000076293945,58.810001373291016,58.9900016784668,46.96456146240234,-0.0003392429928216,46.96334341327987,0.0007152939715412
70561,70561,58.86000061035156,59.18000030517578,58.68000030517578,58.70000076293945,46.73369216918945,-0.00491581920546,46.91873245974282,0.0010925839102199
70562,70562,58.54999923706055,59.36000061035156,58.54999923706055,59.18999862670898,47.12381362915039,0.0083477560161218,46.986936713735695,0.0013867272983697
70563,70563,59.060001373291016,59.369998931884766,58.630001068115234,59.04999923706055,47.012332916259766,-0.0023656980262238,47.13743346815972,0.001767144787994
70564,70564,58.47999954223633,59.2400016784668,58.27000045776367,59.02999877929688,47.31532669067383,0.0064449848713903,47.28327263994516,0.002392056092004
70565,70565,59.34999847412109,59.61000061035156,59.09000015258789,59.18999862670898,47.44358444213867,0.0027107020163537,47.35405217328602,0.0033698110410294
70566,70566,59.08000183105469,59.650001525878906,58.810001373291016,59.41999816894531,47.627925872802734,0.0038854870017015,47.36131187342605,0.0047277251308326
70567,70567,59.09000015258789,59.54999923706055,58.91999816894531,59.06999969482422,47.34737396240234,-0.0058904918754945,47.41140821371508,0.0063945036075721
70568,70568,58.95000076293945,59.650001525878906,58.95000076293945,59.34999847412109,47.57182312011719,0.0047404774316117,47.64836096625776,0.0082026019463445
70569,70569,59.52999877929688,59.65999984741211,59.150001525878906,59.18999862670898,47.44358444213867,-0.0026956855879732,48.15914609875576,0.0099145382583712
70570,70570,61.34000015258789,62.5,61.25,61.68000030517578,49.43942642211914,0.0420676895190026,48.91089425841787,0.0112708134929763
70571,70571,61.869998931884766,62.630001068115234,61.7599983215332,62.43000030517578,50.04058837890625,0.0121595657614295,49.76996654318037,0.0120482735211441
70572,70572,62.380001068115234,63.09999847412109,62.13999938964844,63.040000915527344,50.529541015625,0.0097711208552626,50.58376641292373,0.0121118518904522
70573,70573,62.9900016784668,63.95000076293945,62.900001525878906,63.72999954223633,51.08259963989258,0.010945253274645,51.25587716264078,0.0114446983183987
70574,70574,63.38999938964844,64.69000244140625,63.290000915527344,64.58000183105469,51.76390838623047,0.013337393772846,51.76474602357906,0.010150487893115
70575,70575,64.70999908447266,65.18000030517578,64.45999908447266,65.06999969482422,52.15667343139648,0.0075876234505987,52.13386622022324,0.0084306836933416
70576,70576,64.86000061035156,65.5,64.80000305175781,65.30999755859375,52.34904861450195,0.0036884097556282,52.39255979092711,0.0065443277786266
70577,70577,65.4000015258789,65.76000213623047,65.20999908447266,65.68000030517578,52.64561080932617,0.0056650923497789,52.55563830964937,0.0047594362291561
70578,70578,65.41000366210938,65.94999694824219,65.33000183105469,65.44000244140625,52.4532470703125,-0.003653936882039,52.627128280926776,0.0033053270590011
70579,70579,65.4000015258789,66.66000366210938,65.37999725341797,65.81999969482422,52.75782775878906,0.0058067079826016,52.61983780686097,0.002334473881225
70580,70580,65.43000030517578,65.87999725341797,65.12999725341797,65.55000305175781,52.54141616821289,-0.0041019806874084,52.5767726380781,0.0019003673570376
70581,70581,65.9000015258789,66.12999725341797,65.4000015258789,65.98999786376953,52.89410018920898,0.006712495526709,52.576017605403706,0.0019546927599118
70582,70582,65.73999786376953,65.9000015258789,65.43000030517578,65.5,52.50133514404297,-0.0074254981890425,52.70333240233163,0.0023637049210858
70583,70583,65.5999984741211,65.97000122070312,65.45999908447266,65.93000030517578,52.84600830078125,0.0065650360279911,52.99775395868726,0.0029405692971137
70584,70584,66.08000183105469,66.08000183105469,65.77999877929688,65.87000274658203,52.79790878295898,-0.0009101826111161,53.40845247440016,0.0034874973130305
70585,70585,66.19000244140625,68.2300033569336,66.08000183105469,68.22000122070312,54.681549072265625,0.0356764184932001,53.81056008173962,0.0038384793407031
70586,70586,68.38999938964844,68.4800033569336,67.47000122070312,67.52999877929688,54.12848281860352,-0.0101143121042746,54.08439233963468,0.003891610345401
70587,70587,67.66999816894531,67.8499984741211,67.30000305175781,67.72000122070312,54.2807731628418,0.002813497373437,54.19728301493008,0.0036224081700476
70588,70588,67.58999633789062,67.75,66.95999908447266,67.06999969482422,53.759761810302734,-0.0095984512043708,54.21521867247238,0.0030770716396832
70589,70589,67.0999984741211,67.79000091552734,67.08999633789062,67.62999725341797,54.20863723754883,0.0083496543163639,54.23616319957903,0.0023527858138057
70590,70590,68.05000305175781,68.05999755859375,67.58999633789062,67.75,54.30482482910156,0.0017743960456195,54.30942073755031,0.0015747340831038
70591,70591,67.47000122070312,68.27999877929688,67.43000030517578,68.12000274658203,54.60139083862305,0.0054611355520395,54.409850244408034,0.0008756705663013
70592,70592,68.08999633789062,68.25,67.69999694824219,67.80999755859375,54.35289001464844,-0.0045511812090842,54.4782437003718,0.0003787411914971
70593,70593,67.86000061035156,68.54000091552734,67.77999877929688,68.5199966430664,54.9220085144043,0.0104708047649808,54.48326545889402,0.0001821612831317
70594,70594,68.48999786376953,68.66000366210938,67.68000030517578,67.69999694824219,54.26473236083984,-0.0119674456805795,54.45062046813962,0.0003455591403994
70595,70595,68.08999633789062,68.3499984741211,67.19000244140625,67.30000305175781,53.944122314453125,-0.0059082581344873,54.44012543953632,0.0008800383749591
70596,70596,67.05999755859375,68.2300033569336,67.05999755859375,68.18000030517578,54.64948654174805,0.013075831008672,54.49964756521209,0.0017450503170456
