,index,Unnamed: 0,open,high,low,close,adjcp,volume
45,45,8664,0.0888271898328444,0.0814347062078261,0.0805210909277154,0.0782182666816219,0.057364004962515,0.157058647111997
46,46,8668,0.0853654030546631,0.0794568559435121,0.0763075530648957,0.0795958902451201,0.0583743511164151,0.1951714553641576
47,47,8705,0.0785178999666331,0.0777452408017818,0.0821833132334468,0.0882825591835784,0.0647450175730184,0.1093159948973125
48,48,8731,0.0874957244494048,0.0845916868591859,0.0901851672418698,0.0899663278046539,0.0659798470093212,0.0812322060674669
49,49,8771,0.0868109741406018,0.0897265177748598,0.0905717243959519,0.0996096635535416,0.0730521129854578,0.0965550524208195
50,50,8776,0.1065545838582113,0.1060058618334622,0.103908152658727,0.1166385955395837,0.0855409129174047,0.1520309371541533
51,51,8813,0.1142009429575433,0.1069567575222549,0.1091267479698864,0.1148400444186164,0.0842219201026061,0.0969267713675032
52,52,8839,0.1082664451184927,0.1001483409082152,0.1100158412212434,0.1090234197048461,0.0799560379226787,0.0868333347413595
53,53,8875,0.1060980739778585,0.1028108517387381,0.106034246498599,0.1105158403660359,0.081050604582771,0.0793081381104849
54,54,8896,0.1102065758306766,0.1017078092574546,0.1024392089300367,0.1009490262837426,0.0740344237224248,0.1004802777754309
55,55,8918,0.0988701750129869,0.0958883322850886,0.1028257660841188,0.104584418554574,0.0767005447424237,0.0782003734085781
56,56,8943,0.1045764179118611,0.0962306553134346,0.0938575044442803,0.0949793290411837,0.0696563570289924,0.1076485397359104
57,57,8980,0.0987180050528693,0.1055113920126254,0.1027871162671947,0.1102479707395557,0.0808541567173017,0.2398981152159769
58,58,9004,0.1140868227433182,0.1083640790790034,0.1135722289728815,0.1150696386139996,0.0843902754234459,0.1292842720644762
59,59,9035,0.1133640226886227,0.1078696092581666,0.1100545057843777,0.1160263200222289,0.0850919035068274,0.0845301556995496
60,60,9061,0.1190322303533306,0.1096953272395065,0.1129923784955481,0.1192790455688885,0.0874773418732407,0.0762921457476196
61,61,9095,0.1146574383261699,0.1060819352297077,0.1089334693928453,0.1085642021184801,0.0796192844352267,0.0746458109809155
62,62,9100,0.1044242479517435,0.1120915884379288,0.1021686159729372,0.1198530456551462,0.0878983158668848,0.1275069908506448
63,63,9135,0.1167497389984714,0.1090867545790598,0.1150025081384375,0.118705030884831,0.0870563821615207,0.0604243932110602
64,64,9169,0.1178148996958422,0.1112167661453815,0.1145386366042969,0.1190494367757055,0.087309015116249,0.0669157465214709
65,65,9195,0.116521484058295,0.1108364136736712,0.1156983228127534,0.1143808268322505,0.0838850809236097,0.0740227593373264
66,66,9223,0.1171301493870392,0.109124798531941,0.1137655075499225,0.1113959855098709,0.0816960761407417,0.0760281408138954
67,67,9250,0.1115760764482825,0.1045604963238326,0.1133789503958404,0.1130032032687522,0.0828747490516336,0.0552150478588143
68,68,9266,0.1163693140981774,0.1083640790790034,0.114577286421221,0.1143425659989532,0.0838570026609043,0.0749605048619147
69,69,9308,0.1136683626088579,0.1050929955880339,0.1156983228127534,0.1128884061710607,0.0827905571092896,0.062841622384239
70,70,9334,0.1125651521655946,0.1188239316557231,0.115273101095537,0.1298408018927083,0.0952232290796738,0.1020822597132694
71,71,9367,0.1277057149158671,0.1268114496377752,0.1313541382386517,0.1367671659456968,0.1003027953191711,0.1049894820434403
72,72,9394,0.1312055369282147,0.1245293057884794,0.1315474020694826,0.1316010921803784,0.096514157913691,0.0722486461826997
73,73,9417,0.1313957566342248,0.1264310971660648,0.1312381445492487,0.1370733110032741,0.1005274071388902,0.0735507185158275
74,74,9423,0.1376726296276769,0.1285230792890221,0.134253361132898,0.1345859335027579,0.0987031912604072,0.0737672025614814
75,75,9459,0.1310153462456569,0.1277623453265678,0.1294213229758208,0.1264350184150599,0.0927254348166667,0.0910637497993561
76,76,9484,0.1265264340042711,0.1271918021094855,0.1281843076410957,0.1380299924115035,0.1012290066584235,0.071049007763857
77,77,9508,0.1355803289553754,0.1260507446943544,0.1340600678096468,0.1331700637037623,0.097664838253422,0.0419620001858594
78,78,9548,0.1327272075059383,0.1278764481661776,0.1344466249637289,0.138642282526658,0.1016780446328489,0.0679369176051161
79,79,9570,0.133868467695094,0.1287132410153605,0.1344466249637289,0.1329787157438766,0.097524446939895,0.0911355591413291
80,80,9597,0.1310153462456569,0.1266212879114367,0.1347172179208284,0.1351216727557184,0.09909610127327,0.0701556150681343
81,81,9625,0.1348955786465724,0.1324787798176503,0.1390467347268409,0.1435404866654963,0.1052703055824799,0.0634108170213484
82,82,9647,0.1420474216548376,0.1378418454315772,0.1451930731062813,0.148553487902026,0.1089468013202271,0.0800346796880939
83,83,9684,0.1462700437218807,0.140123989280873,0.1504889975437093,0.1490509517238894,0.1093116330703844,0.087810152996139
84,84,9718,0.1461558944842033,0.1372713022144948,0.1443039946011345,0.1420863122398039,0.1042038743127892,0.0599227838369842
85,85,10404,0.0908053557791946,0.0890799156710488,0.0934709472901983,0.0940226476329543,0.068954728945611,0.1180144294536575
86,86,10433,0.0943051777915423,0.0855425825479786,0.0884842803730041,0.0877850807639152,0.064380171540937,0.0988265508705825
87,87,10467,0.0891695649872459,0.0841732904345945,0.0930843901361161,0.0918031543567182,0.0673269894964455,0.0896053865454636
88,88,10502,0.0939628026371408,0.1026587049462472,0.09733657781586,0.1108985070902077,0.0813312015448121,0.1558431683971308
89,89,10513,0.1069730439926716,0.0998060178798691,0.1056090247813826,0.1087555500783659,0.0797596043391334,0.0909053468391216
90,90,10538,0.10819037465016,0.102772807785857,0.1108662846556762,0.1134241454240211,0.0831834814040764,0.0741304733502858
91,91,10565,0.1141248579774845,0.106462287701418,0.1079670617614299,0.1053114911696204,0.077233760377269,0.0778096461066663
92,92,10604,0.1032449525284214,0.0944809962188233,0.0991920786986324,0.1021735773184522,0.0749324853893515,0.0800293995894194
93,93,10618,0.1004679160590431,0.0979042265022838,0.1015887654956038,0.1075692598769536,0.078889606652988,0.0649811183671399
94,94,10650,0.1039677525831169,0.0966870811813904,0.0988828359246088,0.1019822439563663,0.074792194049293,0.0817918965269622
95,95,10677,0.1129836123000549,0.1073751539468464,0.1157369726296775,0.11384508757929,0.0834921994745951,0.1063359072054337
96,96,10695,0.1137063978430242,0.1061579941164364,0.1141520647040046,0.1125057394468889,0.0825099315834003,0.0405384855832185
97,97,10733,0.1142770279376021,0.1127382050512566,0.1185975457069997,0.1210775966898558,0.0887964060976597,0.0879495476011454
98,98,10761,0.1213147217081898,0.111635162569973,0.1206076753498891,0.118705030884831,0.0870563821615207,0.0513922564184878
99,99,10775,0.1194126407418984,0.1125480143058846,0.1180176952296663,0.1192790455688885,0.0874773418732407,0.054378680228776
100,100,10822,0.1178529349300085,0.1121676618341742,0.1179790454127422,0.1180162191030819,0.0865512305074567,0.0386355380209344
101,101,10835,0.116825809466804,0.1112167661453815,0.1210715468840296,0.1197382485574546,0.0878141524883889,0.0312919767844621
102,102,10879,0.1189941951191643,0.1140314237683953,0.122385861852603,0.1208480024944726,0.0886280079310476,0.0425744916320995
103,103,10884,0.1199832708364763,0.113803203579659,0.1157369726296775,0.1141129572057702,0.0836886473400645,0.0543491116761989
104,104,10932,0.11328795222029,0.103951923663386,0.1104797275015941,0.1145338993610391,0.0839973939744313,0.0714112225329266
105,105,10961,0.1140487729974257,0.1070328309185004,0.114577286421221,0.1149165660852109,0.0842779909364725,0.0497923865201192
106,106,10978,0.11328795222029,0.1111406927491361,0.1168580090212099,0.1219960172647878,0.0894699559183357,0.041587113179971
107,107,11009,0.1212006014939647,0.11444980568347,0.1205303609698306,0.1180544799363791,0.0865793087701621,0.0537503484865124
108,108,11038,0.1178529349300085,0.110113723664098,0.1131856570725891,0.1110515796189963,0.0814435003137097,0.0787347193944359
109,109,11067,0.1098642006762751,0.1062340675126817,0.1071939327070555,0.1145338993610391,0.0839973939744313,0.1114713311762368
110,110,11086,0.1100924556164514,0.1060819352297077,0.1130310430586824,0.1105158403660359,0.081050604582771,0.0601255396260844
111,111,12074,0.1177388147157834,0.1119014122020736,0.1182882881867659,0.1166385955395837,0.0855409129174047,0.0682611156637294
112,112,12102,0.1169399441927553,0.1075272862298205,0.1097452482641438,0.1069187089285017,0.0784124761339331,0.0903013035507606
113,113,12140,0.1056796283551244,0.1003385171440704,0.1077737831843888,0.1072631148193763,0.0786650662428892,0.0721525483868241
114,114,12163,0.1052611682206641,0.1001863703515795,0.1075805046073478,0.1104010286705445,0.0809663983585029,0.0662525661279557
115,115,12202,0.1075436595755234,0.1017458387008189,0.1098998770242608,0.110094898210767,0.0807419007941763,0.0746310267046269
116,116,12224,0.1105109012391856,0.1025826315500018,0.1095519696871028,0.1070717814572904,0.0785247463389825,0.0743596296327585
117,117,12254,0.1076197445555822,0.0979042265022838,0.0980323924901759,0.0995331418869471,0.0729960707154395,0.1645173144995732
118,118,12267,0.0972724194552046,0.0940245703508675,0.099308042895615,0.1040104038705165,0.0762796135945518,0.1561631423768045
119,119,12306,0.1054894086491143,0.1020881617291649,0.1080830259584125,0.1086024775495772,0.0796473198521599,0.1877286282726049
120,120,12327,0.1072393341670143,0.09813244669102,0.1021686159729372,0.099724475249033,0.0731363763374222,0.0697300391149709
121,121,12361,0.0981473749582914,0.0902970609919421,0.095017205398947,0.0987677938408037,0.0724347910998129,0.0905558043068707
122,122,12376,0.0992886351474472,0.0942908199829681,0.1010475795814049,0.0985381850476208,0.0722663643693527,0.0867520212217725
123,123,12402,0.0995929605559562,0.0949374365962959,0.1017820588188551,0.1030537224622872,0.0755780140750185,0.0726467656227558
124,124,12430,0.1003918310789843,0.094100643747113,0.1029417450273116,0.101676098898789,0.0745676679211183,0.0531272968429233
125,125,12459,0.1028265069056873,0.095964405681334,0.1058023033584236,0.1051201578075345,0.0770934690372105,0.0510173694125995
126,126,12483,0.10309279708003,0.0989311955873219,0.1043333743759435,0.1078753903367311,0.0791140899353906,0.0662620703055698
127,127,12510,0.1076958295356409,0.1016697798140902,0.1115620993299921,0.1104775649349388,0.0810224549104453,0.0833157330044182
128,128,12545,0.1102826608107353,0.1023163819179012,0.1043720241928676,0.1014465047034058,0.0743992697545062,0.1009227500443527
129,129,12572,0.1007722559792783,0.0927693955866099,0.0989988001215914,0.098806054674101,0.0724628265167461,0.0879041387525449
130,130,12593,0.0978810847839487,0.0899547379635961,0.0954424123699533,0.0964334888690762,0.0707227454529109,0.0737270738115553
131,131,12627,0.1011146311336798,0.0934920710866663,0.1041014312357681,0.1030154616289899,0.0755499500942371,0.0604613539017816
132,132,12643,0.105641578609232,0.0961926113605535,0.1024778734931711,0.1004898232951765,0.0736976416711247,0.1012194915898587
133,133,12663,0.099364720127506,0.0923890286053827,0.1002358007101063,0.0993800693581585,0.0728837433826939,0.0838849276415276
134,134,12697,0.0985277998585854,0.0888516954823126,0.0989988001215914,0.0973901702773055,0.0714244163820645,0.064683320801899
135,135,12735,0.0979191345298412,0.0935681444829117,0.1015501156786797,0.1043930705946883,0.0765602391204411,0.0833548057346094
136,136,12767,0.1030547473341376,0.0971054776059819,0.1048358957270081,0.1027093165714126,0.0753253668383662,0.1127966359435323
137,137,12787,0.1146574383261699,0.1084021085223678,0.116355472923935,0.1182840887295621,0.0867476498090779,0.2273325363904398
138,138,12810,0.1191083153333894,0.1178730359669305,0.122733769189761,0.1276212940186724,0.093595432502812,0.1369435832016827
139,139,12829,0.1259558039096933,0.1280285949586685,0.1292280296525696,0.1389866738197328,0.1019306204598809,0.186356858636974
140,140,12864,0.1339065174409865,0.1267734056848941,0.1333255885721965,0.1330935128415682,0.0976086960099352,0.1394379018155089
141,141,12895,0.1293034559619233,0.1221330590995738,0.1296919159329203,0.1280039607428442,0.0938760723106254,0.0783746166648361
142,142,12923,0.1274774744874168,0.1221710740334214,0.1289574366954701,0.132863918646185,0.0974402978433231,0.0716657232890367
143,143,12944,0.1310153462456569,0.1262409064206928,0.1334802173323134,0.1353130207156041,0.0992364640229488,0.0792405528474515
144,144,12974,0.1319283369829102,0.1255943043168818,0.1331323247413657,0.1316776430425725,0.0965703001571778,0.0686993638537116
145,145,16547,0.0294442197433505,0.0197406037854271,0.0265568775823574,0.0257538617577975,0.0188874732416352,0.1966625552298319
146,146,16551,0.0216456906839009,0.0261686534182398,0.0241215409684618,0.0348614728515246,0.0255668434868332,0.2474972332282943
147,147,16579,0.0398676153120607,0.0351070815986012,0.0414782137708055,0.0445048231982122,0.0326391951545142,0.2986085883972996
148,148,16623,0.0414653708698431,0.0397094132500738,0.0435270079768291,0.0466095193767568,0.0341826569697913,0.2443418462604226
149,149,16655,0.0457260281710526,0.0394431636179732,0.0465808448849822,0.0457676350662191,0.0335652351106779,0.1652987691033968
150,150,16669,0.0426066165472727,0.0345365383815189,0.0393907697478577,0.0392239377374024,0.0287662372693736,0.2007398474262685
151,151,16707,0.0362917083196543,0.0313795577301591,0.0371487117110031,0.0358946905241483,0.0263245638269671,0.1940753068793347
152,152,16738,0.0340852874331277,0.0351070815986012,0.0359890255025467,0.0409842280250724,0.0300572232310872,0.2000819471314277
153,153,16755,0.0416175408299607,0.0332433196643801,0.0374193046681027,0.036698299403589,0.0269139716920335,0.1570670952698762
154,154,16774,0.0299387648578695,0.029401707465845,0.0325872665110254,0.0372723140876465,0.0273349671085636,0.1987334099299645
155,155,16795,0.0391448297690914,0.0307709850697124,0.0383083979194596,0.0398744886858543,0.0292433035197702,0.1549286553067102
156,156,16843,0.0394111199434341,0.0351451110419655,0.0413235850106886,0.041366909347044,0.0303378273340903,0.1353014725139182
157,157,16872,0.0389546245748075,0.0297059865413099,0.0300359509539371,0.0278968333674391,0.020459084729238,0.1671721481131037
158,158,16880,0.0274660537970003,0.0180289886436969,0.02346437611107,0.0225011508089377,0.0165020205932978,0.1822954067365609
159,159,16923,0.0204283600264125,0.011372718822148,0.0147667074283311,0.0182152221874543,0.0133587404903959,0.207334690670699
160,160,16948,0.0203522750463537,0.0168118433228036,0.0228458758168126,0.0267870794304211,0.0196452078636932,0.0662251096148484
161,161,16972,0.0258302630050516,0.0163934468982121,0.0216475250452218,0.019669367417547,0.0144251860420107,0.1264974359840835
162,162,16988,0.0200098998919522,0.0121714677184499,0.0153852077225886,0.0147711632787087,0.0108329108104556,0.1346361800809332
163,163,17030,0.014607982401587,0.0051728748685549,0.0074220182772998,0.0055870159205873,0.004097426885619,0.1975802363794572
164,164,17055,0.0047552024157285,0.0031569806513597,0.0064942604628085,0.0127812641978558,0.0093735695279022,0.2194261166352674
165,165,17064,0.0141134372870679,0.0065421669819391,0.0106691485087041,0.0123603220425869,0.0090648585983455,0.1726613386950973
166,166,17108,0.0097006100257409,0.0,0.0,0.0,0.0,0.2799793442539851
167,167,17118,0.0,0.0033091274438506,0.0023580369800473,0.0068881032196912,0.0050516236550704,0.3931001782561308
168,168,17162,0.0141895222671267,0.0127800403788965,0.0166222083111035,0.0230751508951954,0.0169229588821317,0.3041336836502797
169,169,17191,0.0208468056491466,0.0113346893787837,0.0128725567286345,0.0122837857781926,0.0090087377777449,0.2248466659344927
170,170,17224,0.0108038204690042,0.0078353856990778,0.0109397414658036,0.016799323192859,0.0123203446376385,0.2883282362780792
171,171,17250,0.0175752385769754,0.0119432620392303,0.0181684664198523,0.0161105114111099,0.0118151858426124,0.2539442337098392
172,172,17268,0.0158633628049679,0.0089003842274803,0.0163129655370799,0.0173350624458194,0.0127132546505012,0.2897264064070826
173,173,17289,0.0132765315298735,0.0220227476347229,0.0140708927540151,0.0230368900618982,0.0168948591965402,0.2742715575868679
174,174,17329,0.0357591279709689,0.0326727764472978,0.0375739334282196,0.0415965035424272,0.0305062255007024,0.454344042781471
175,175,17338,0.0402480402123547,0.0365904765515951,0.039429434310992,0.04710699779642,0.0345475315657208,0.1802108237798746
176,176,17366,0.0478943993116867,0.039899589485929,0.0461169733508416,0.0495560998658391,0.0363436263357262,0.2189762522282014
177,177,17397,0.0464107784798556,0.0490281939021456,0.0494414179623044,0.0551813912175235,0.0404691314840506,0.2625180579374664
178,178,17438,0.0447749876879069,0.0484576506850633,0.0478565100366315,0.0557553913037812,0.0408901197596187,0.353158343823129
179,179,17467,0.055464687942686,0.0460233600432767,0.049209474822129,0.0471835340608143,0.0346036738092075,0.1653927548598026
180,180,17473,0.0471716137687173,0.0412688815993132,0.046542195068058,0.0476044616182834,0.0349123633158782,0.1619934273331698
181,181,17511,0.0456119079568274,0.039252987382118,0.0441068437079523,0.0426679966461479,0.0312920026806557,0.1574852790848953
182,182,17536,0.0445467327477305,0.0411928082030678,0.046696823828175,0.0503597087452798,0.0369330127779064,0.1717246491902438
183,183,17553,0.0528017716875328,0.0459853160903956,0.0524179552366092,0.0560615363613585,0.0411146316058694,0.1583797278003529
184,184,17596,0.0545897324395991,0.0543151716103104,0.0571726790136279,0.0649012632308057,0.047597539703674,0.2021126730816343
185,185,17619,0.0608285556871587,0.0562549924312601,0.0628164960420036,0.0637532484604904,0.0467556345621581,0.1276009766070507
186,186,17651,0.0601057556324633,0.0550378471103668,0.0623526245078631,0.0647099298687197,0.0474572197997673,0.10033560307175
187,187,17661,0.061931766130422,0.0538587312328378,0.0576365505477685,0.0557553913037812,0.0408901197596187,0.1505725739002608
188,188,17709,0.0547418878879905,0.0536305255536183,0.055781049664996,0.0629496395810497,0.0461662481199779,0.1722748354721251
189,189,17732,0.0616654614443532,0.0566353594124872,0.0622366455646703,0.0640211180869706,0.0469520967095515,0.1398307411568906
190,190,17748,0.061931766130422,0.0549998176670025,0.0626618672818867,0.062987900414347,0.0461943121007592,0.115347979623043
191,191,17772,0.0613991712700104,0.052413380232725,0.0611929382994066,0.0587402326261608,0.0430791531063349,0.1195551622468719
192,192,19409,0.0506334005468987,0.0457571104111761,0.0538482344021652,0.0552961883152151,0.0405533091444706,0.1527004536660779
193,193,19427,0.0525354815131901,0.0473165787604154,0.0535776414450656,0.0531149558722762,0.0389536479580105,0.1656768241684899
194,194,19450,0.0543614774994227,0.0513103377514414,0.0565928285362946,0.0617250885463402,0.0452682292988233,0.1313667429816927
195,195,19473,0.0597253452438954,0.0560648161954049,0.0631257535622375,0.0638297847248847,0.0468117339598726,0.1525188182716756
196,196,19519,0.0656978783171124,0.0565973154596062,0.0603038303018394,0.0578983629134228,0.0424617883749178,0.1245152869416822
197,197,19531,0.0567200538343407,0.0498649722418118,0.0579844578849264,0.0560997971946558,0.0411427098685748,0.1311111862058476
198,198,19572,0.0559972682913714,0.0511581909589506,0.0587189223761665,0.0602709287184476,0.0442017409014364,0.1439576662808672
199,199,19583,0.0602579255925808,0.0538587312328378,0.0607677165821902,0.0642507268801536,0.0471204663123154,0.1523023342260218
200,200,19605,0.0633393019821943,0.0543912450065558,0.063396346519337,0.0626817699545695,0.0459698716641288,0.1300097576223503
201,201,19641,0.0620078365987547,0.0557985665633043,0.0606904022021317,0.0603857258161392,0.0442859328437804,0.1402679333271378
202,202,19667,0.0572526341830261,0.0541630248178195,0.0605357734420148,0.0610362767645911,0.0447630633628353,0.1736740616208633
203,203,19691,0.0612850510557853,0.0562169629878958,0.0647106614879104,0.065896220070132,0.0483272174859128,0.1191950595172721
204,204,19733,0.0653935529086033,0.0556844637236945,0.0634736608993954,0.0617250885463402,0.0452682292988233,0.0455133945543173
205,205,19743,0.0673336691090611,0.0593358996863745,0.0661795904703905,0.0669676985760529,0.04911300894779,0.1668574542321045
206,206,19775,0.064975092774143,0.0557605226104232,0.0640148468135945,0.0615337551842542,0.0451278665491445,0.1070001436186838
207,207,19791,0.0600296851641306,0.0534403493177631,0.0618114385936641,0.0606918708737165,0.0445104732538792,0.1295514450574051
208,208,19824,0.0629969268277928,0.0549998176670025,0.064478718347735,0.0649012632308057,0.047597539703674,0.1376827970161105
209,209,19860,0.0611328810956678,0.0603628687714126,0.063589625096378,0.0701438878583182,0.0514424336080332,0.1778411154947661
210,210,19898,0.0680564546520304,0.0616941169319157,0.0659476620764253,0.0634088425696158,0.0465030587351261,0.1657908742998587
211,211,19907,0.0643664274453988,0.0559887427991595,0.0631644033791616,0.061265885557774,0.0449314472475233,0.1447845297332915
212,212,19941,0.0600296851641306,0.053402305364882,0.063048439182179,0.0619929581728204,0.0454646057546724,0.1577070432292237
213,213,19978,0.0691977148411861,0.064432701158684,0.0724805723561581,0.0741619468533214,0.0543892229996936,0.32874211153258
214,214,19984,0.071632376156163,0.0658780666683136,0.0752251664902875,0.0736644684336582,0.0540244055314603,0.1545305358666541
215,215,20015,0.0728116570677589,0.0642425249228288,0.0736789231277489,0.0743915410487046,0.0545576068843816,0.1500994770590271
216,216,20035,0.0722410414849072,0.0701380752914402,0.0757663524044865,0.0786392088368908,0.0576727373149577,0.1749022125725483
217,217,20068,0.0768060387063518,0.0703282515272954,0.0790521471990251,0.079136687256554,0.0580375976289632,0.1242576181263674
218,218,20100,0.0787081196726432,0.0713171766594525,0.0776218680334691,0.075386497888031,0.0552872846666203,0.1429745119076783
219,219,20880,0.0755126230688046,0.0704423543669052,0.0783949823416333,0.0805908470844465,0.0591040431805779,0.1002067686640926
220,220,20900,0.0775668594834874,0.0693393263951384,0.0791681113960077,0.0794428323141313,0.0582621523209861,0.0951938429825375
221,221,20950,0.0796211104098964,0.0716214702444342,0.0795546832963,0.0772998607044896,0.0566904694237629,0.1274172291731786
222,222,20965,0.0759310686915387,0.0682362839138548,0.0778151466105101,0.077376396968884,0.0567466402310978,0.0937639922614872
223,223,20996,0.0782135745581241,0.0704803983197863,0.0812555554189555,0.0804377745556578,0.0589918015393766,0.1083349525635933
224,224,21024,0.0795830751757301,0.0731809385936735,0.082067334290254,0.0838435580333063,0.0614895815204597,0.1093487315090943
225,225,21048,0.0828926919937938,0.0768323745563535,0.0861262433929568,0.0856421237520734,0.0628085743352583,0.1366806342876934
226,226,21083,0.0834633220883717,0.0752729062071141,0.083304334878769,0.0813179196994929,0.0596373016611954,0.1135094492645877
227,227,21105,0.0801917405044743,0.0705184277631506,0.0792840903392005,0.0792514843542456,0.0581217610074591,0.1130606408772565
228,228,21130,0.0773005693091448,0.0721920134615165,0.080637055124698,0.0823893982054137,0.060423135968845,0.1009290861627621
229,229,21147,0.0817514463163642,0.0756152292354602,0.0849665571845003,0.0862926601027254,0.0632856477266169,0.0911735758517854
230,230,21190,0.0851371481144867,0.0770605947450898,0.0882910017959631,0.0876702836662236,0.0642959510347449,0.0975656633071157
